neg,neu,pos,compound,sentiment
0.022,0.833,0.145,0.8935,Positive
0.0,0.829,0.171,0.9862,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.829,0.171,0.9881,Positive
0.0,0.874,0.126,0.8658,Positive
0.026,0.779,0.195,0.9942,Positive
0.0,0.818,0.182,0.7269,Positive
0.0,0.944,0.056,0.4215,Positive
0.0,0.916,0.084,0.6808,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.795,0.205,0.5574,Positive
0.095,0.691,0.214,0.7579,Positive
0.205,0.684,0.11,-0.3612,Negative
0.0,1.0,0.0,0.0,Neutral
0.0,0.864,0.136,0.9231,Positive
0.1,0.622,0.278,0.8834,Positive
0.0,0.718,0.282,0.9981,Positive
0.015,0.936,0.05,0.8089,Positive
0.0,0.782,0.218,0.9169,Positive
0.042,0.895,0.063,0.3818,Positive
0.026,0.82,0.154,0.886,Positive
0.0,0.895,0.105,0.4767,Positive
0.0,0.814,0.186,0.9062,Positive
0.0,0.773,0.227,0.8402,Positive
0.0,0.822,0.178,0.9056,Positive
0.0,0.89,0.11,0.8807,Positive
0.0,0.898,0.102,0.5106,Positive
0.0,0.879,0.121,0.7003,Positive
0.0,0.941,0.059,0.6527,Positive
0.034,0.772,0.194,0.8807,Positive
0.0,1.0,0.0,0.0,Neutral
0.014,0.761,0.226,0.9992,Positive
0.034,0.855,0.111,0.6994,Positive
0.027,0.883,0.09,0.9802,Positive
0.019,0.918,0.063,0.6486,Positive
0.0,1.0,0.0,0.0,Neutral
0.017,0.902,0.081,0.7717,Positive
0.0,0.745,0.255,0.9578,Positive
0.0,1.0,0.0,0.0,Neutral
0.024,0.877,0.099,0.9371,Positive
0.0,0.896,0.104,0.7672,Positive
0.0,0.89,0.11,0.9231,Positive
0.0,0.887,0.113,0.5719,Positive
0.0,0.82,0.18,0.9571,Positive
0.0,0.821,0.179,0.9578,Positive
0.004,0.91,0.085,0.9843,Positive
0.0,1.0,0.0,0.0,Neutral
0.088,0.684,0.228,0.9945,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.861,0.139,0.2732,Positive
0.026,0.799,0.175,0.8934,Positive
0.0,1.0,0.0,0.0,Neutral
0.056,0.803,0.141,0.7096,Positive
0.0,0.847,0.153,0.9836,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.014,0.762,0.224,0.9991,Positive
0.0,0.814,0.186,0.8807,Positive
0.0,0.565,0.435,0.9477,Positive
0.026,0.769,0.205,0.9665,Positive
0.0,0.782,0.218,0.9823,Positive
0.0,0.949,0.051,0.5574,Positive
0.059,0.875,0.065,0.4482,Positive
0.0,0.854,0.146,0.926,Positive
0.043,0.826,0.131,0.886,Positive
0.0,0.649,0.351,0.4019,Positive
0.0,0.922,0.078,0.4215,Positive
0.0,0.739,0.261,0.9811,Positive
0.088,0.684,0.228,0.9945,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.637,0.363,0.9931,Positive
0.007,0.863,0.13,0.9894,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.0,0.785,0.215,0.8658,Positive
0.075,0.755,0.171,0.9676,Positive
0.018,0.916,0.066,0.7269,Positive
0.0,1.0,0.0,0.0,Neutral
0.151,0.757,0.091,-0.4767,Negative
0.0,0.825,0.175,0.8402,Positive
0.0,1.0,0.0,0.0,Neutral
0.012,0.856,0.132,0.9678,Positive
0.0,0.909,0.091,0.7607,Positive
0.021,0.691,0.288,0.9781,Positive
0.051,0.765,0.184,0.9974,Positive
0.0,0.78,0.22,0.8625,Positive
0.0,0.659,0.341,0.9761,Positive
0.0,0.769,0.231,0.9231,Positive
0.065,0.835,0.1,0.6124,Positive
0.0,0.901,0.099,0.6808,Positive
0.111,0.713,0.176,0.5622,Positive
0.0,0.916,0.084,0.8271,Positive
0.025,0.93,0.045,0.6705,Positive
0.0,1.0,0.0,0.0,Neutral
0.114,0.711,0.175,0.3182,Positive
0.021,0.928,0.051,0.4767,Positive
0.011,0.932,0.057,0.7717,Positive
0.0,0.733,0.267,0.9578,Positive
0.019,0.796,0.184,0.9835,Positive
0.0,0.864,0.136,0.9231,Positive
0.082,0.818,0.099,-0.1027,Negative
0.0,0.859,0.141,0.9676,Positive
0.02,0.899,0.082,0.765,Positive
0.0,1.0,0.0,0.0,Neutral
0.037,0.805,0.158,0.9201,Positive
0.0,0.841,0.159,0.9402,Positive
0.04,0.855,0.105,0.9844,Positive
0.064,0.867,0.069,0.1027,Positive
0.0,1.0,0.0,0.0,Neutral
0.057,0.808,0.134,0.979,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.0,0.805,0.195,0.7906,Positive
0.0,0.749,0.251,0.9501,Positive
0.031,0.793,0.176,0.9578,Positive
0.0,0.838,0.162,0.8957,Positive
0.0,0.937,0.063,0.875,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.846,0.154,0.8442,Positive
0.0,0.641,0.359,0.4215,Positive
0.437,0.563,0.0,-0.4767,Negative
0.0,1.0,0.0,0.0,Neutral
0.02,0.9,0.08,0.8219,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.804,0.196,0.9441,Positive
0.0,0.933,0.067,0.4767,Positive
0.032,0.672,0.296,0.998,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.811,0.189,0.2732,Positive
0.0,0.709,0.291,0.9578,Positive
0.019,0.799,0.182,0.995,Positive
0.045,0.768,0.187,0.9674,Positive
0.018,0.817,0.165,0.9403,Positive
0.0,0.979,0.021,0.2716,Positive
0.0,1.0,0.0,0.0,Neutral
0.04,0.868,0.092,0.8074,Positive
0.05,0.95,0.0,-0.5574,Negative
0.0,0.866,0.134,0.9776,Positive
0.0,0.928,0.072,0.34,Positive
0.022,0.683,0.295,0.9845,Positive
0.0,0.788,0.212,0.8643,Positive
0.018,0.801,0.181,0.9545,Positive
0.0,0.87,0.13,0.34,Positive
0.0,0.895,0.105,0.6249,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.882,0.118,0.9333,Positive
0.0,0.707,0.293,0.7003,Positive
0.0,0.943,0.057,0.4215,Positive
0.079,0.921,0.0,-0.3612,Negative
0.0,0.838,0.162,0.9168,Positive
0.0,1.0,0.0,0.0,Neutral
0.092,0.737,0.171,0.5759,Positive
0.016,0.855,0.129,0.9899,Positive
0.043,0.811,0.145,0.9858,Positive
0.033,0.836,0.131,0.765,Positive
0.054,0.814,0.132,0.9813,Positive
0.015,0.854,0.131,0.9633,Positive
0.0,0.668,0.332,0.9865,Positive
0.06,0.868,0.072,0.4401,Positive
0.051,0.92,0.03,-0.2263,Negative
0.0,0.706,0.294,0.6124,Positive
0.0,1.0,0.0,0.0,Neutral
0.023,0.851,0.126,0.9615,Positive
0.0,0.728,0.272,0.9748,Positive
0.0,1.0,0.0,0.0,Neutral
0.04,0.87,0.091,0.4215,Positive
0.0,0.756,0.244,0.9379,Positive
0.02,0.763,0.218,0.989,Positive
0.009,0.915,0.076,0.9809,Positive
0.032,0.777,0.191,0.9959,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.769,0.231,0.5574,Positive
0.0,0.848,0.152,0.3612,Positive
0.036,0.777,0.187,0.9547,Positive
0.007,0.884,0.109,0.9723,Positive
0.01,0.822,0.168,0.9726,Positive
0.0,0.733,0.267,0.9313,Positive
0.014,0.882,0.105,0.992,Positive
0.0,0.828,0.172,0.9823,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.88,0.12,0.8122,Positive
0.0,0.937,0.063,0.875,Positive
0.0,0.766,0.234,0.8519,Positive
0.27,0.73,0.0,-0.5859,Negative
0.0,0.949,0.051,0.7501,Positive
0.035,0.814,0.151,0.9445,Positive
0.0,0.972,0.028,0.4019,Positive
0.0,0.878,0.122,0.875,Positive
0.037,0.756,0.207,0.8271,Positive
0.0,0.719,0.281,0.8016,Positive
0.0,0.848,0.152,0.9501,Positive
0.0,0.736,0.264,0.8442,Positive
0.025,0.849,0.127,0.9593,Positive
0.0,0.902,0.098,0.8658,Positive
0.0,0.783,0.217,0.9867,Positive
0.015,0.885,0.1,0.9413,Positive
0.014,0.9,0.086,0.936,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.799,0.201,0.9336,Positive
0.0,0.909,0.091,0.7096,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.87,0.13,0.6597,Positive
0.068,0.932,0.0,-0.3867,Negative
0.0,0.867,0.133,0.902,Positive
0.024,0.804,0.172,0.9904,Positive
0.069,0.848,0.083,-0.8104,Negative
0.0,0.948,0.052,0.5106,Positive
0.0,0.912,0.088,0.5106,Positive
0.0,0.903,0.097,0.8737,Positive
0.004,0.736,0.26,0.9983,Positive
0.0,0.88,0.12,0.8591,Positive
0.0,0.96,0.04,0.3818,Positive
0.0,0.667,0.333,0.9861,Positive
0.034,0.808,0.158,0.948,Positive
0.0,0.762,0.238,0.9618,Positive
0.019,0.875,0.105,0.8964,Positive
0.084,0.916,0.0,-0.5423,Negative
0.0,0.763,0.237,0.9579,Positive
0.0,0.786,0.214,0.9963,Positive
0.016,0.724,0.26,0.9958,Positive
0.0,1.0,0.0,0.0,Neutral
0.038,0.783,0.179,0.989,Positive
0.0,0.934,0.066,0.6187,Positive
0.029,0.916,0.055,0.4754,Positive
0.032,0.826,0.142,0.9499,Positive
0.034,0.93,0.036,0.0258,Neutral
0.0,0.929,0.071,0.9524,Positive
0.0,0.757,0.243,0.8895,Positive
0.043,0.867,0.09,0.5667,Positive
0.019,0.855,0.126,0.891,Positive
0.0,0.769,0.231,0.4019,Positive
0.023,0.736,0.241,0.9983,Positive
0.0,0.882,0.118,0.4939,Positive
0.0,0.878,0.122,0.3612,Positive
0.0,0.769,0.231,0.9423,Positive
0.0,0.847,0.153,0.4019,Positive
0.0,0.758,0.242,0.7717,Positive
0.0,1.0,0.0,0.0,Neutral
0.074,0.76,0.166,0.9642,Positive
0.082,0.804,0.114,0.9485,Positive
0.094,0.788,0.118,0.3111,Positive
0.0,0.966,0.034,0.1027,Positive
0.0,0.792,0.208,0.9678,Positive
0.0,0.885,0.115,0.9774,Positive
0.0,0.772,0.228,0.9653,Positive
0.018,0.917,0.065,0.7884,Positive
0.0,0.77,0.23,0.9678,Positive
0.0,0.865,0.135,0.8074,Positive
0.0,0.839,0.161,0.8402,Positive
0.045,0.791,0.164,0.9545,Positive
0.0,0.794,0.206,0.9955,Positive
0.069,0.764,0.166,0.7576,Positive
0.069,0.808,0.124,0.9236,Positive
0.0,0.86,0.14,0.9612,Positive
0.0,0.897,0.103,0.7717,Positive
0.0,0.728,0.272,0.4767,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.895,0.105,0.9443,Positive
0.028,0.814,0.159,0.8748,Positive
0.051,0.836,0.112,0.7964,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.747,0.253,0.986,Positive
0.042,0.923,0.035,-0.1531,Negative
0.015,0.762,0.224,0.9909,Positive
0.033,0.716,0.251,0.9274,Positive
0.0,0.931,0.069,0.705,Positive
0.0,0.857,0.143,0.3612,Positive
0.0,0.81,0.19,0.9716,Positive
0.0,0.865,0.135,0.9683,Positive
0.0,1.0,0.0,0.0,Neutral
0.213,0.787,0.0,-0.4019,Negative
0.0,0.803,0.197,0.9741,Positive
0.029,0.781,0.19,0.9938,Positive
0.076,0.716,0.208,0.9555,Positive
0.0,0.769,0.231,0.2732,Positive
0.049,0.899,0.052,0.0516,Positive
0.067,0.866,0.067,-0.5927,Negative
0.0,1.0,0.0,0.0,Neutral
0.067,0.759,0.174,0.9709,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.0,0.886,0.114,0.8074,Positive
0.0,1.0,0.0,0.0,Neutral
0.024,0.834,0.142,0.8849,Positive
0.024,0.922,0.055,0.8258,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.625,0.375,0.9571,Positive
0.088,0.684,0.228,0.9945,Positive
0.107,0.837,0.056,-0.3818,Negative
0.0,0.868,0.132,0.886,Positive
0.0,0.904,0.096,0.9022,Positive
0.042,0.873,0.085,0.94,Positive
0.026,0.845,0.129,0.9382,Positive
0.027,0.787,0.186,0.9931,Positive
0.0,0.88,0.12,0.7269,Positive
0.0,0.966,0.034,0.1027,Positive
0.037,0.767,0.197,0.8481,Positive
0.015,0.88,0.105,0.9118,Positive
0.111,0.785,0.104,0.1943,Positive
0.0,0.799,0.201,0.9022,Positive
0.016,0.81,0.174,0.9963,Positive
0.0,0.906,0.094,0.8834,Positive
0.0,0.829,0.171,0.4767,Positive
0.012,0.853,0.135,0.9678,Positive
0.069,0.902,0.029,-0.1531,Negative
0.0,1.0,0.0,0.0,Neutral
0.008,0.974,0.019,0.4588,Positive
0.043,0.875,0.082,0.8687,Positive
0.0,0.831,0.169,0.9538,Positive
0.324,0.676,0.0,-0.34,Negative
0.053,0.765,0.182,0.9811,Positive
0.0,0.868,0.132,0.8625,Positive
0.011,0.817,0.172,0.9816,Positive
0.0,0.795,0.205,0.5574,Positive
0.18,0.82,0.0,-0.296,Negative
0.015,0.9,0.085,0.9634,Positive
0.0,0.778,0.222,0.9001,Positive
0.0,0.801,0.199,0.7154,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.903,0.097,0.8555,Positive
0.007,0.832,0.161,0.994,Positive
0.014,0.926,0.06,0.8865,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.0,0.617,0.383,0.9753,Positive
0.0,0.768,0.232,0.9442,Positive
0.107,0.868,0.025,-0.7579,Negative
0.0,0.844,0.156,0.9077,Positive
0.0,0.832,0.168,0.9607,Positive
0.049,0.782,0.169,0.8979,Positive
0.0,0.861,0.139,0.8591,Positive
0.0,0.882,0.118,0.6597,Positive
0.027,0.568,0.405,0.9972,Positive
0.0,0.971,0.029,0.0772,Positive
0.03,0.917,0.053,0.5216,Positive
0.0,0.693,0.307,0.9845,Positive
0.053,0.817,0.13,0.9652,Positive
0.0,0.926,0.074,0.34,Positive
0.022,0.798,0.18,0.926,Positive
0.0,1.0,0.0,0.0,Neutral
0.042,0.922,0.037,-0.0191,Neutral
0.0,0.825,0.175,0.9747,Positive
0.0,0.955,0.045,0.6249,Positive
0.086,0.774,0.14,0.9051,Positive
0.0,0.802,0.198,0.6369,Positive
0.0,0.964,0.036,0.7269,Positive
0.0,0.872,0.128,0.9382,Positive
0.0,0.876,0.124,0.6249,Positive
0.016,0.91,0.074,0.836,Positive
0.0,1.0,0.0,0.0,Neutral
0.026,0.845,0.129,0.9382,Positive
0.04,0.906,0.054,0.3182,Positive
0.0,0.763,0.237,0.8951,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.011,0.857,0.131,0.9678,Positive
0.0,0.847,0.153,0.4215,Positive
0.011,0.712,0.277,0.9953,Positive
0.0,0.862,0.138,0.8104,Positive
0.0,0.864,0.136,0.9313,Positive
0.0,1.0,0.0,0.0,Neutral
0.03,0.783,0.187,0.9867,Positive
0.0,0.933,0.067,0.5574,Positive
0.0,0.849,0.151,0.6705,Positive
0.0,0.903,0.097,0.7506,Positive
0.0,0.828,0.172,0.9476,Positive
0.0,0.909,0.091,0.5859,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.815,0.185,0.6124,Positive
0.035,0.777,0.188,0.9888,Positive
0.079,0.862,0.059,0.0258,Neutral
0.0,1.0,0.0,0.0,Neutral
0.035,0.786,0.179,0.9578,Positive
0.0,0.883,0.117,0.8016,Positive
0.027,0.854,0.118,0.886,Positive
0.0,1.0,0.0,0.0,Neutral
0.062,0.8,0.137,0.8834,Positive
0.032,0.844,0.124,0.8883,Positive
0.0,0.837,0.163,0.9778,Positive
0.015,0.86,0.124,0.9959,Positive
0.03,0.92,0.05,0.631,Positive
0.0,0.658,0.342,0.3818,Positive
0.0,0.912,0.088,0.4404,Positive
0.0,0.633,0.367,0.4404,Positive
0.0,0.787,0.213,0.9744,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.0,0.735,0.265,0.2023,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.022,0.839,0.14,0.9381,Positive
0.069,0.906,0.025,-0.4939,Negative
0.017,0.943,0.04,0.5994,Positive
0.0,0.843,0.157,0.875,Positive
0.022,0.719,0.259,0.9817,Positive
0.091,0.788,0.121,-0.0976,Negative
0.0,0.72,0.28,0.9949,Positive
0.0,0.846,0.154,0.8126,Positive
0.01,0.896,0.094,0.9556,Positive
0.0,0.734,0.266,0.9769,Positive
0.031,0.785,0.185,0.891,Positive
0.036,0.877,0.087,0.8809,Positive
0.0,0.98,0.02,0.5267,Positive
0.071,0.794,0.136,0.5719,Positive
0.0,0.816,0.184,0.9121,Positive
0.044,0.791,0.164,0.9447,Positive
0.032,0.844,0.125,0.9687,Positive
0.0,0.836,0.164,0.875,Positive
0.0,0.823,0.177,0.7003,Positive
0.038,0.844,0.118,0.6106,Positive
0.0,0.875,0.125,0.9851,Positive
0.0,0.796,0.204,0.9674,Positive
0.0,1.0,0.0,0.0,Neutral
0.05,0.833,0.117,0.8187,Positive
0.0,0.787,0.213,0.9987,Positive
0.0,0.87,0.13,0.34,Positive
0.0,1.0,0.0,0.0,Neutral
0.111,0.785,0.104,0.1943,Positive
0.0,1.0,0.0,0.0,Neutral
0.026,0.727,0.247,0.9632,Positive
0.018,0.826,0.157,0.9727,Positive
0.0,0.818,0.182,0.9732,Positive
0.0,0.895,0.105,0.9217,Positive
0.0,0.758,0.242,0.9653,Positive
0.071,0.776,0.153,0.9403,Positive
0.0,0.873,0.127,0.9482,Positive
0.192,0.808,0.0,-0.2263,Negative
0.0,0.623,0.377,0.9136,Positive
0.0,0.779,0.221,0.8316,Positive
0.0,0.843,0.157,0.8316,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.872,0.128,0.7774,Positive
0.109,0.738,0.153,0.6203,Positive
0.005,0.81,0.185,0.9975,Positive
0.004,0.802,0.194,0.9958,Positive
0.0,0.729,0.271,0.9882,Positive
0.021,0.822,0.158,0.9967,Positive
0.02,0.765,0.215,0.9812,Positive
0.056,0.641,0.303,0.9892,Positive
0.0,0.714,0.286,0.9781,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.681,0.319,0.91,Positive
0.0,0.909,0.091,0.4404,Positive
0.0,0.903,0.097,0.8555,Positive
0.06,0.668,0.272,0.9217,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.625,0.375,0.5574,Positive
0.035,0.806,0.159,0.9136,Positive
0.014,0.656,0.33,0.9874,Positive
0.0,0.896,0.104,0.4404,Positive
0.0,0.751,0.249,0.891,Positive
0.006,0.748,0.245,0.9944,Positive
0.0,0.852,0.148,0.9517,Positive
0.0,0.847,0.153,0.7003,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.741,0.259,0.5411,Positive
0.0,0.691,0.309,0.9712,Positive
0.0,0.84,0.16,0.2732,Positive
0.016,0.786,0.198,0.9509,Positive
0.0,1.0,0.0,0.0,Neutral
0.035,0.91,0.055,0.3915,Positive
0.0,1.0,0.0,0.0,Neutral
0.009,0.86,0.131,0.9834,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.73,0.27,0.9784,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.904,0.096,0.5267,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.882,0.118,0.9875,Positive
0.025,0.849,0.127,0.9593,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.614,0.386,0.9761,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.704,0.296,0.9577,Positive
0.0,0.833,0.167,0.9812,Positive
0.0,0.834,0.166,0.9442,Positive
0.0,0.784,0.216,0.8591,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.033,0.74,0.227,0.9153,Positive
0.0,1.0,0.0,0.0,Neutral
0.026,0.901,0.074,0.4767,Positive
0.088,0.817,0.095,0.128,Positive
0.014,0.743,0.244,0.9682,Positive
0.02,0.877,0.104,0.9708,Positive
0.074,0.692,0.234,0.9602,Positive
0.06,0.663,0.277,0.9201,Positive
0.051,0.75,0.198,0.9892,Positive
0.02,0.905,0.075,0.8129,Positive
0.048,0.655,0.296,0.996,Positive
0.0,0.833,0.167,0.875,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.895,0.105,0.9231,Positive
0.044,0.654,0.302,0.9042,Positive
0.0,0.729,0.271,0.9771,Positive
0.046,0.803,0.151,0.9603,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.917,0.083,0.7964,Positive
0.022,0.886,0.092,0.9484,Positive
0.019,0.823,0.158,0.9325,Positive
0.004,0.777,0.219,0.9973,Positive
0.0,0.737,0.263,0.3612,Positive
0.009,0.9,0.091,0.9694,Positive
0.0,0.772,0.228,0.98,Positive
0.049,0.845,0.106,0.8625,Positive
0.068,0.87,0.062,-0.1027,Negative
0.098,0.51,0.392,0.9633,Positive
0.01,0.911,0.08,0.8979,Positive
0.0,0.855,0.145,0.9684,Positive
0.0,0.896,0.104,0.6124,Positive
0.018,0.919,0.063,0.7184,Positive
0.02,0.816,0.163,0.9633,Positive
0.0,0.815,0.185,0.5267,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.877,0.123,0.9186,Positive
0.0,0.947,0.053,0.5267,Positive
0.0,0.771,0.229,0.9642,Positive
0.03,0.823,0.147,0.9832,Positive
0.0,1.0,0.0,0.0,Neutral
0.025,0.673,0.301,0.9959,Positive
0.05,0.714,0.237,0.9902,Positive
0.046,0.817,0.137,0.9814,Positive
0.0,1.0,0.0,0.0,Neutral
0.016,0.786,0.198,0.9509,Positive
0.0,0.721,0.279,0.7003,Positive
0.0,1.0,0.0,0.0,Neutral
0.045,0.848,0.106,0.8969,Positive
0.051,0.843,0.106,0.7264,Positive
0.0,0.685,0.315,0.9545,Positive
0.03,0.731,0.239,0.9859,Positive
0.0,0.641,0.359,0.4215,Positive
0.059,0.869,0.071,0.4401,Positive
0.0,0.794,0.206,0.8625,Positive
0.0,0.782,0.218,0.9646,Positive
0.144,0.654,0.202,0.8886,Positive
0.031,0.704,0.265,0.9865,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.684,0.316,0.9393,Positive
0.0,0.953,0.047,0.4404,Positive
0.0,0.788,0.212,0.8658,Positive
0.0,0.87,0.13,0.9701,Positive
0.026,0.974,0.0,-0.296,Negative
0.057,0.86,0.082,0.4215,Positive
0.014,0.821,0.165,0.9601,Positive
0.014,0.92,0.066,0.8225,Positive
0.032,0.763,0.205,0.8834,Positive
0.0,0.777,0.223,0.836,Positive
0.0,0.782,0.218,0.9853,Positive
0.054,0.802,0.143,0.836,Positive
0.0,0.714,0.286,0.9871,Positive
0.0,0.944,0.056,0.4215,Positive
0.014,0.847,0.139,0.9865,Positive
0.0,0.925,0.075,0.7269,Positive
0.0,0.783,0.217,0.9867,Positive
0.045,0.909,0.045,0.0,Neutral
0.213,0.787,0.0,-0.4019,Negative
0.0,0.763,0.237,0.7351,Positive
0.011,0.861,0.128,0.9678,Positive
0.0,0.875,0.125,0.5106,Positive
0.0,0.669,0.331,0.8555,Positive
0.032,0.801,0.167,0.992,Positive
0.0,0.877,0.123,0.7717,Positive
0.011,0.736,0.253,0.99,Positive
0.015,0.803,0.182,0.9992,Positive
0.0,0.291,0.709,0.8074,Positive
0.0,0.755,0.245,0.9653,Positive
0.026,0.757,0.217,0.9806,Positive
0.0,0.623,0.377,0.981,Positive
0.0,0.799,0.201,0.9689,Positive
0.014,0.901,0.085,0.8689,Positive
0.011,0.86,0.129,0.9678,Positive
0.0,0.927,0.073,0.296,Positive
0.0,1.0,0.0,0.0,Neutral
0.087,0.857,0.056,-0.3477,Negative
0.0,0.812,0.188,0.5719,Positive
0.0,0.949,0.051,0.5267,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.734,0.266,0.9081,Positive
0.009,0.746,0.245,0.998,Positive
0.0,0.927,0.073,0.296,Positive
0.0,0.792,0.208,0.2732,Positive
0.0,0.671,0.329,0.9776,Positive
0.0,0.813,0.187,0.9667,Positive
0.037,0.912,0.051,0.2023,Positive
0.0,1.0,0.0,0.0,Neutral
0.054,0.894,0.052,0.3624,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.9,0.1,0.6369,Positive
0.035,0.833,0.131,0.7184,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.0,0.791,0.209,0.926,Positive
0.0,0.79,0.21,0.9771,Positive
0.014,0.745,0.241,0.9863,Positive
0.053,0.66,0.287,0.99,Positive
0.0,1.0,0.0,0.0,Neutral
0.008,0.687,0.305,0.9975,Positive
0.0,0.686,0.314,0.8625,Positive
0.014,0.888,0.098,0.9001,Positive
0.0,0.867,0.133,0.765,Positive
0.0,0.941,0.059,0.3182,Positive
0.0,0.964,0.036,0.5106,Positive
0.01,0.869,0.121,0.9735,Positive
0.0,0.851,0.149,0.9042,Positive
0.0,0.94,0.06,0.4215,Positive
0.0,0.81,0.19,0.802,Positive
0.041,0.888,0.07,0.2263,Positive
0.038,0.837,0.125,0.9881,Positive
0.033,0.863,0.104,0.6908,Positive
0.0,0.87,0.13,0.7506,Positive
0.0,0.838,0.162,0.891,Positive
0.0,0.908,0.092,0.891,Positive
0.0,0.914,0.086,0.7713,Positive
0.007,0.894,0.098,0.9638,Positive
0.0,0.827,0.173,0.9442,Positive
0.0,0.835,0.165,0.8658,Positive
0.0,0.794,0.206,0.926,Positive
0.0,0.61,0.39,0.9902,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.811,0.189,0.2732,Positive
0.0,0.761,0.239,0.9778,Positive
0.028,0.714,0.257,0.9371,Positive
0.015,0.828,0.157,0.9559,Positive
0.0,0.934,0.066,0.5562,Positive
0.088,0.849,0.064,-0.2187,Negative
0.012,0.916,0.071,0.9695,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.949,0.051,0.5106,Positive
0.0,0.776,0.224,0.9287,Positive
0.016,0.88,0.104,0.923,Positive
0.0,1.0,0.0,0.0,Neutral
0.012,0.776,0.211,0.9826,Positive
0.02,0.796,0.184,0.9649,Positive
0.13,0.816,0.055,-0.7452,Negative
0.01,0.779,0.21,0.9893,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.87,0.13,0.743,Positive
0.081,0.799,0.12,0.4926,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.898,0.102,0.802,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,0.846,0.154,0.6361,Positive
0.012,0.756,0.232,0.9966,Positive
0.093,0.823,0.084,-0.6637,Negative
0.0,0.927,0.073,0.2023,Positive
0.0,0.784,0.216,0.7845,Positive
0.016,0.963,0.021,-0.1027,Negative
0.0,1.0,0.0,0.0,Neutral
0.016,0.786,0.198,0.9965,Positive
0.0,0.926,0.074,0.7269,Positive
0.021,0.816,0.163,0.9887,Positive
0.083,0.844,0.073,-0.4129,Negative
0.0,0.893,0.107,0.7003,Positive
0.0,0.671,0.329,0.9682,Positive
0.021,0.952,0.026,0.128,Positive
0.0,0.922,0.078,0.1531,Positive
0.0,1.0,0.0,0.0,Neutral
0.039,0.884,0.077,0.4767,Positive
0.0,0.731,0.269,0.893,Positive
0.057,0.899,0.044,-0.296,Negative
0.045,0.9,0.055,0.0516,Positive
0.029,0.853,0.119,0.9632,Positive
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.0,1.0,0.0,0.0,Neutral
0.034,0.844,0.122,0.9655,Positive
